"Item Type","Brand/Manufacture","Vendor","SKU","UPC","Case Barcode","Unit Description","Fullname","Pick Name","Unit Weight(lbs)","Length(in)","Width(in)","Height(in)","Item Description","Additional Description"
"Frozen","Serendipity","Serendepity","ETFZ-1000-6080","810019820158","","Each","Serendipity Cookies N  Cream Ice Cream, 16 oz. Pint (1-8 Case)","Serendipity Cookies N  Cream Ice Cream, 16 oz. Pint (1-8 Case)","6.4","14","7","4.1","Serendipity Cookies N  Cream Ice Cream, ","16 oz. Pint (1-8 Case)"
"Frozen","Serendipity","Serendepity","ETFZ-1000-6081","810019820151","","Each","Serendipity Cookies N  Cream Ice Cream, 16 oz. Pint (1-1 Each)","Serendipity Cookies N  Cream Ice Cream, 16 oz. Pint (1-1 Each)","1","4","4","4.1","Serendipity Cookies N  Cream Ice Cream, ","16 oz. Pint (1-1 Each)"
