"Item Type","Brand/Manufacture","Vendor","SKU","UPC","Case Barcode","Unit Description","Fullname","Pick Name","Unit Weight(lbs)","Length(in)","Width(in)","Height(in)","Item Description","Additional Description"
"Frozen","Best Maid","DOT","ETFZ-1000-3038","086478714250","","Each","","","12.7","13.188","8.938","6.625","",""
"Frozen","Bridor","DOT","ETFZ-1000-3039","831604006573","","Each","","","14.176","24.13","16","8","",""
"Frozen","Monsoon Kitchens","DOT","ETFZ-1000-3040","886193900030","","Each","","","5","13.875","7.2","7.7","",""
"Frozen","Monsoon Kitchens","DOT","ETFZ-1000-3041","886193900023","","Each","","","5","13.875","7.2","7.7","",""
"Frozen","Monsoon Kitchens","DOT","ETFZ-1000-3042","886193900047","","Each","","","5","13.875","7.2","7.7","",""
"Frozen","Crunch","DOT","ETFZ-1000-3043","651844100892","","Each","","","19","14.1","12.1","7.8","",""
"Frozen","Kit Kat","DOT","ETFZ-1000-3044","651844101240","","Each","","","11","15","7.5","8","",""
"Frozen","Reese's","DOT","ETFZ-1000-3045","651844100472","","Each","","","22","14.3","12.2","7.8","",""
"Frozen","Rhino Foods","DOT","ETFZ-1000-3046","850908007208","","Each","","","21","13","9.313","10.625","",""
"Frozen","Hershey's","DOT","ETFZ-1000-3047","034000601216","","Each","","","25.94","11.5","9.9","8.8","",""
"Frozen","Hershey's","DOT","ETFZ-1000-3048","034000113002","","Each","","","26.03","11.25","9.75","8","",""
"Frozen","Snickers","DOT","ETFZ-1000-3049","651844100021","","Each","","","11","14.7","6.9","5.9","",""
"Frozen","Twix","DOT","ETFZ-1000-3050","651844100571","","Each","","","11","14.5","7","6","",""
"Frozen","Reese's","DOT","ETFZ-1000-3051","651844100038","","Each","","","11","14.5","7","6.2","",""
"Frozen","HEATH","DOT","ETFZ-1000-3052","651844100076","","Each","","","11","14.5","7","6","",""
"Frozen","Hershey's","DOT","ETFZ-1000-3053","034000400010","","Each","","","21.2","14.2","10.9","7.4","",""
"Frozen","Reese's","DOT","ETFZ-1000-3054","651844100120","","Each","","","11","14.5","7","6","",""
"Frozen","Butterfinger","DOT","ETFZ-1000-3055","651844100045","","Each","","","11","14.5","7","5.9","",""
"Frozen","Gonnella Baking Co.","DOT","ETFZ-1000-3056","078296589226","","Each","","","6.33","13.31","11.93","9","",""
"Frozen","Syracuse Sausage","DOT","ETFZ-1000-3057","092379002096","","Each","","","10.5","13","8","5.75","",""
"Frozen","Syracuse Sausage","DOT","ETFZ-1000-3058","092379002263","","Each","","","15.57","13.25","9.75","5.75","",""
"Frozen","Gonnella Baking Co.","DOT","ETFZ-1000-3059","078296579807","","Each","","","14.18","23.62","20","7.8","",""
"Frozen","Commodity Butter","DOT","ETFZ-1000-3060","079176080278","","Each","","","56.615","14.4882","12.0472","10.9449","",""
"Frozen","Divvies","DOT","ETFZ-1000-3061","852211003212","","Each","","","12","20","10","10","",""
"Frozen","Divvies","DOT","ETFZ-1000-3062","852211003205","","Each","","","12","20","10","10","",""
"Frozen","Gonnella Baking Co.","DOT","ETFZ-1000-3063","078296576219","","Each","","","11.5","23.6","19.6","5","",""
"Frozen","Grecian Delight","DOT","ETFZ-1000-3064","075365005014","","Each","","","38.7","14.875","7.125","17.25","",""
"Frozen","Gonnella Baking Co.","DOT","ETFZ-1000-3065","078296589332","","Each","","","7.75","13.31","11.93","9","",""
"Frozen","Otis Spunkmeyer","DOT","ETFZ-1000-3066","091752091238","","Each","","","15","18.375","12.625","11.5","",""
"Frozen","Gold Label","DOT","ETFZ-1000-3067","812039002681","","Each","","","16.89","14.25","9.75","4.75","",""
"Frozen","Gold Label","DOT","ETFZ-1000-3068","812039001806","","Each","","","16.89","14.25","9.75","4.75","",""
"Frozen","Gold Label","DOT","ETFZ-1000-3069","812039002674","","Each","","","16.89","14.25","9.75","5","",""
"Frozen","Gold Label","DOT","ETFZ-1000-3070","812039001776","","Each","","","16.89","14.25","9.75","4.75","",""
"Frozen","Gold Label","DOT","ETFZ-1000-3071","812039001813","","Each","","","16.89","14.25","9.75","4.75","",""
"Frozen","Gold Label","DOT","ETFZ-1000-3072","096248003665","","Each","","","11.21","14.38","9.75","3.69","",""
"Frozen","Gold Label","DOT","ETFZ-1000-3073","812039000627","","Each","","","16.88","14.25","9.75","4.75","",""
"Frozen","Gold Label","DOT","ETFZ-1000-3074","812039000559","","Each","","","16.88","14.25","9.75","4.75","",""
"Frozen","Gold Label","DOT","ETFZ-1000-3075","812039000580","","Each","","","16.88","14.25","9.75","4.75","",""
"Frozen","Gold Label","DOT","ETFZ-1000-3076","096248003597","","Each","","","15.09","15.44","9.44","4.88","",""
"Frozen","Singleton Seafood","DOT","ETFZ-1000-3077","070120106012","","Each","","","5.05","15.197","5.945","7.205","",""
"Frozen","Turano","DOT","ETFZ-1000-3078","078976081689","","Each","","","14","24.813","17.063","9.563","",""
"Frozen","Smart Flour Foods","DOT","ETFZ-1000-3079","856952001315","","Each","","","11.65","12.188","9.688","13.75","",""
"Frozen","Smart Flour Foods","DOT","ETFZ-1000-3080","856952001070","","Each","","","8.5","12.375","10.875","9.625","",""
"Frozen","Bridor","DOT","ETFZ-1000-3081","057483420242","","Each","","","19.16","23.9","15.9","14.5","",""
"Frozen","Landshire","DOT","ETFZ-1000-3082","097488004569","","Each","","","5.468","15.5","11.625","5","",""
"Frozen","Big Az","DOT","ETFZ-1000-3083","071421017342","","Each","","","4.83","12.938","9.562","5.875","",""
"Frozen","Big Az","DOT","ETFZ-1000-3084","071421014440","","Each","","","5.473","12.938","9.562","5.875","",""
"Frozen","Big Az","DOT","ETFZ-1000-3085","071421017335","","Each","","","5.362","12.938","9.562","5.875","",""
"Frozen","Devanco Foods","DOT","ETFZ-1000-3086","041006035006","","Each","","","19.5","23","15.188","5.938","",""
"Frozen","Prairie City Bakery","DOT","ETFZ-1000-3087","797884529207","","Each","","","8.45","16.25","12.25","5.25","",""
"Frozen","Wholesome Harvest Baking","DOT","ETFZ-1000-3088","039677812996","","Each","","","20.6","24","16","7.44","",""
"Frozen","Raybern Quality Foods","DOT","ETFZ-1000-3089","766626101711","","Each","","","5.42","14.5","7.44","6.56","",""
"Frozen","La Brea Bakery","DOT","ETFZ-1000-3090","013087901204","","Each","","","7.75","16","9.6","9.5","",""
"Frozen","Wholesome Harvest Baking","DOT","ETFZ-1000-3091","056884243009","","Each","","","25.28","24","19.38","9","",""
"Frozen","PERDUE","DOT","ETFZ-1000-3092","072745751285","","Each","","","13","15.813","10.563","6.125","",""
"Frozen","SunWise","DOT","ETFZ-1000-3093","033547122284","","Each","","","17.8","22","16","5.75","",""
"Frozen","Original Philly","DOT","ETFZ-1000-3094","616952150037","","Each","","","10.859","16","9","4.062","",""
"Frozen","Wholesome Harvest Baking","DOT","ETFZ-1000-3095","039677324857","","Each","","","20.1","24.37","16.37","9.75","",""
"Frozen","Boulart","DOT","ETFZ-1000-3096","826846137031","","Each","","","13.2","23.5","12.9","10.75","",""
"Frozen","Boulart","DOT","ETFZ-1000-3097","826846237076","","Each","","","16.4","23.5","12.9","10.75","",""
"Frozen","Boulart","DOT","ETFZ-1000-3098","826846237014","","Each","","","13.2","23.5","12.9","10.75","",""
"Frozen","Bonici","DOT","ETFZ-1000-3099","031400042162","","Each","","","10.735","12.812","9.688","5.438","",""
"Frozen","Original Philly","DOT","ETFZ-1000-3100","616952310059","","Each","","","10.587","16","9","4.062","",""
"Frozen","Original Philly","DOT","ETFZ-1000-3101","616952150051","","Each","","","10.733","16","9","4.062","",""
"Frozen","Original Philly","DOT","ETFZ-1000-3102","616952170059","","Each","","","10.733","16","9","4.062","",""
"Frozen","SunWise","DOT","ETFZ-1000-3103","033547152281","","Each","","","17","21.25","13.938","6.75","",""
"Frozen","Day'n Night Bites","DOT","ETFZ-1000-3104","685060085425","","Each","","","5","16.375","12.25","3.125","",""
"Frozen","Day'n Night Bites","DOT","ETFZ-1000-3105","685060085555","","Each","","","5.557","16.375","12.25","3.125","",""
"Frozen","Day'n Night Bites","DOT","ETFZ-1000-3106","685060084725","","Each","","","5.54","16.375","12.25","3.125","",""
"Frozen","Boulart","DOT","ETFZ-1000-3107","826846128039","","Each","","","15.3","23.5","12.9","10.75","",""
"Frozen","Day'n Night Bites","DOT","ETFZ-1000-3108","685060084671","","Each","","","5.64","13.125","9","6.125","",""
"Frozen","Wholesome Harvest Baking","DOT","ETFZ-1000-3109","039677324840","","Each","","","17.02","24.37","16.37","9.75","",""
"Frozen","Wholesome Harvest Baking","DOT","ETFZ-1000-3110","039677324345","","Each","","","15.7","23.56","15.31","11.13","",""
"Frozen","Boulart","DOT","ETFZ-1000-3111","826846122136","","Each","","","18.2","23.5","12.9","10.75","",""
"Frozen","Boulart","DOT","ETFZ-1000-3112","826846122112","","Each","","","18.2","23.5","12.9","10.75","",""
"Frozen","Boulart","DOT","ETFZ-1000-3113","826846122129","","Each","","","18.2","23.5","12.9","10.75","",""
"Frozen","The Cheesecake Factory Bakery","DOT","ETFZ-1000-3114","785397900542","","Each","","","4","18.63","5.63","6","",""
"Frozen","The Cheesecake Factory","DOT","ETFZ-1000-3115","785397012979","","Each","","","6","18.75","5.75","5.75","",""
"Frozen","Carl's","DOT","ETFZ-1000-3116","070773010407","","Each","","","10.5","12.69","9.69","6.13","",""
"Frozen","State Fair","DOT","ETFZ-1000-3117","071068000011","","Each","","","13.125","16.688","10.938","5.375","",""
"Frozen","Non-Exclusive","DOT","ETFZ-1000-3118","074826265066","","Each","","","21.8","13.5","13.25","7","",""
"Frozen","Odom's Tennessee Pride","DOT","ETFZ-1000-3119","072290815978","","Each","","","10.5","23.55","6.554","3.6","",""
"Frozen","Eli's Cheesecake","DOT","ETFZ-1000-3120","081988666846","","Each","","","12","18.063","13.5","3.625","",""
"Frozen","LAND O'LAKES","DOT","ETFZ-1000-3121","034500597019","","Each","","","11.5","12.5","9.4","5.5","",""
"Frozen","Fast Choice","DOT","ETFZ-1000-3122","071421013689","","Each","","","4.163","12.938","9.562","5.875","",""
"Frozen","Fast Choice","DOT","ETFZ-1000-3123","071421013429","","Each","","","5.033","12.938","9.562","5.875","",""
"Frozen","Pierre","DOT","ETFZ-1000-3124","071421011203","","Each","","","5.778","12.938","9.562","5.875","",""
"Frozen","YoCream","DOT","ETFZ-1000-3125","081995923783","","Each","","","28.66","12.5","8.3","10","",""
"Frozen","YoCream","DOT","ETFZ-1000-3126","081995923790","","Each","","","28.66","12.5","8.3","10","",""
"Frozen","Butterball Farms","DOT","ETFZ-1000-3127","818797014080","","Each","","","5","12.5","8.5","4.25","",""
"Frozen","Butterball Farms","DOT","ETFZ-1000-3128","818797014097","","Each","","","5","12.5","8.5","4.25","",""
"Frozen","Pennant","DOT","ETFZ-1000-3129","013087219330","","Each","","","23.5","15.69","11.19","8.14","",""
"Frozen","Pennant","DOT","ETFZ-1000-3130","013087219354","","Each","","","23.5","15.69","11.19","8.14","",""
"Frozen","Pennant","DOT","ETFZ-1000-3131","013087219347","","Each","","","23.5","15.69","11.19","8.14","",""
"Frozen","Big Az","DOT","ETFZ-1000-3132","071421942156","","Each","","","6.467","12.938","9.562","5.875","",""
"Frozen","Maplehurst","DOT","ETFZ-1000-3133","042636043478","","Each","","","20.29","20","13.25","8.69","",""
"Frozen","Girard's","DOT","ETFZ-1000-3134","034629518219","","Each","","","12.27","10.38","8.38","9.5","",""
"Frozen","Bridor","DOT","ETFZ-1000-3135","419280022904","","Each","","","13.439","15.59","11.69","9.49","",""
"Frozen","Sweet Street","DOT","ETFZ-1000-3136","749017000630","","Each","","","16.1","16.375","13.625","5.375","",""
"Frozen","Sweet Street","DOT","ETFZ-1000-3137","749017011865","","Each","","","16.1","16.375","13.625","5.375","",""
"Frozen","Golden Gourmet","DOT","ETFZ-1000-3138","843385150782","","Each","","","16.4","18.6","14.5","9.375","",""
"Frozen","European Bakers","DOT","ETFZ-1000-3139","075361014522","","Each","","","17","23","12.625","9.25","",""
"Frozen","European Bakers","DOT","ETFZ-1000-3140","075361012747","","Each","","","22.5","22.625","14.375","12.5","",""
"Frozen","European Bakers","DOT","ETFZ-1000-3141","075361010736","","Each","","","20","24.625","15.5","10.75","",""
"Frozen","Tres Picosos","DOT","ETFZ-1000-3142","745471762759","","Each","","","6.33","10","7.5","5","",""
"Frozen","Tres Picosos","DOT","ETFZ-1000-3143","745471762421","","Each","","","6.33","10","7.5","5","",""
"Frozen","Tres Picosos","DOT","ETFZ-1000-3144","745471762117","","Each","","","6.33","10","7.5","5","",""
"Frozen","Tres Picosos","DOT","ETFZ-1000-3145","745471762964","","Each","","","6.5","10.5","7.438","4.938","",""
"Frozen","Tres Picosos","DOT","ETFZ-1000-3146","745471762544","","Each","","","6.33","10","7.5","5","",""
"Frozen","Tres Picosos","DOT","ETFZ-1000-3147","745471762551","","Each","","","6.33","10","7.5","5","",""
"Frozen","American Flatbread","DOT","ETFZ-1000-3148","731789430326","","Each","","","6.35","10.7","10.5","9.8","",""
"Frozen","American Flatbread","DOT","ETFZ-1000-3149","731789430333","","Each","","","5.95","10.7","10.3","9.8","",""
"Frozen","American Flatbread","DOT","ETFZ-1000-3150","731789321341","","Each","","","6.5","10.7","10.3","13.4","",""
"Frozen","American Flatbread","DOT","ETFZ-1000-3151","731789130264","","Each","","","5.15","10.7","10.3","9.8","",""
"Frozen","American Flatbread","DOT","ETFZ-1000-3152","731789130172","","Each","","","8.22","12.5","12.5","10.1","",""
"Frozen","American Flatbread","DOT","ETFZ-1000-3153","731789891448","","Each","","","8.5","12.5","12.5","10.1","",""
"Frozen","American Flatbread","DOT","ETFZ-1000-3154","731789035163","","Each","","","8.82","12.5","12.5","10.1","",""
"Frozen","American Flatbread","DOT","ETFZ-1000-3155","731789130271","","Each","","","5.9","10.7","10.3","9.8","",""
"Frozen","American Flatbread","DOT","ETFZ-1000-3156","731789455893","","Each","","","7.07","10.7","10.3","13.4","",""
"Frozen","American Flatbread","DOT","ETFZ-1000-3157","731789035200","","Each","","","5.92","10.7","10.3","9.8","",""
"Frozen","American Flatbread","DOT","ETFZ-1000-3158","731789123457","","Each","","","5.95","10.7","10.3","9.8","",""
"Frozen","American Flatbread","DOT","ETFZ-1000-3159","731789430159","","Each","","","7.9","12.5","12.5","10.1","",""
"Frozen","American Flatbread","DOT","ETFZ-1000-3160","731789813211","","Each","","","9","12.5","12.5","10.1","",""
"Frozen","American Flatbread","DOT","ETFZ-1000-3161","731789035101","","Each","","","9.1","12.5","12.5","10.1","",""
"Frozen","American Flatbread","DOT","ETFZ-1000-3162","731789330404","","Each","","","9.82","10.7","10.3","13.4","",""
"Frozen","Golden Gourmet","DOT","ETFZ-1000-3163","843385150928","","Each","","","17.4","18.6","14.5","9.375","",""
"Frozen","Love &amp; Quiches Gourmet","DOT","ETFZ-1000-3164","032011009882","","Each","","","19.08","22.875","11.438","7.625","",""
"Frozen","TenderBison","DOT","ETFZ-1000-3165","654721591155","","Each","","","12","16","11","4.25","",""
"Frozen","Calavo Salsa Lisa","DOT","ETFZ-1000-3166","070740650503","","Each","","","17.1","9.75","7.25","11","",""
"Frozen","Girard's","DOT","ETFZ-1000-3167","034629593166","","Each","","","17.09","12.56","6.56","10.56","",""
"Frozen","Girard's","DOT","ETFZ-1000-3168","034629581569","","Each","","","17.5","12.56","6.56","10.56","",""
"Frozen","Girard's","DOT","ETFZ-1000-3169","034629593463","","Each","","","17.74","12.56","6.56","10.56","",""
"Frozen","Girard's","DOT","ETFZ-1000-3170","034629581767","","Each","","","19.02","12.56","6.56","10.56","",""
"Frozen","Girard's","DOT","ETFZ-1000-3171","034629580364","","Each","","","17.47","12.56","6.56","10.56","",""
"Frozen","Girard's","DOT","ETFZ-1000-3172","034629593265","","Each","","","17.2","12.56","6.56","10.56","",""
"Frozen","Girard's","DOT","ETFZ-1000-3173","034629592169","","Each","","","16.78","12.56","6.56","10.56","",""
"Frozen","Girard's","DOT","ETFZ-1000-3174","034629592565","","Each","","","21.5","12.56","6.56","10.56","",""
"Frozen","Girard's","DOT","ETFZ-1000-3175","034629555263","","Each","","","19.64","12.56","6.56","10.56","",""
"Frozen","Girard's","DOT","ETFZ-1000-3176","034629551364","","Each","","","16.72","12.56","6.56","10.56","",""
"Frozen","Tulkoff","DOT","ETFZ-1000-3177","070607900871","","Each","","","36.5","12.5","12.5","10.38","",""
"Frozen","Gold Label","DOT","ETFZ-1000-3178","812039003881","","Each","","","16.89","15.25","9.75","4.75","",""
"Frozen","Gold Label","DOT","ETFZ-1000-3179","096248000763","","Each","","","16.89","14.25","9.75","4.75","",""
"Frozen","LAND O'LAKES","DOT","ETFZ-1000-3180","034500146408","","Each","","","36.921","14.9","8","10.375","",""
"Frozen","LAND O'LAKES","DOT","ETFZ-1000-3181","034500141106","","Each","","","36.829","14.75","8","10.375","",""
"Frozen","SupHerb Farms","DOT","ETFZ-1000-3182","080731169795","","Each","","","5.65","9.375","9.5","7","",""
"Frozen","SupHerb Farms","DOT","ETFZ-1000-3183","080731166480","","Each","","","5.65","9.44","9.44","6.88","",""
"Frozen","Five Star Foodbase","DOT","ETFZ-1000-3184","756171217067","","Each","","","7","11.25","7.63","4.5","",""
"Frozen","Handy","DOT","ETFZ-1000-3185","073994003156","","Each","","","7.5","12.3","8.4","3.7","",""
"Frozen","PanaPesca","DOT","ETFZ-1000-3186","614583165014","","Each","","","12.6","16.25","9.5","6","",""
"Frozen","Readi-Bake","DOT","ETFZ-1000-3187","024497047119","","Each","","","15.65","13.63","9","5","",""
"Frozen","Readi-Bake","DOT","ETFZ-1000-3188","024497043319","","Each","","","15.65","13.63","9","5","",""
"Frozen","Readi-Bake","DOT","ETFZ-1000-3189","024497049113","","Each","","","25.45","14.095","9.606","7.716","",""
"Frozen","Bridor","DOT","ETFZ-1000-3190","057483527811","","Each","","","19.62","15.5","11.6","13.3","",""
"Frozen","Fast Fixin'","DOT","ETFZ-1000-3191","075901386195","","Each","","","11.388","23.188","9.938","6.562","",""
"Frozen","Fast Fixin'","DOT","ETFZ-1000-3192","075901382036","","Each","","","12.638","23.188","9.938","6.875","",""
"Frozen","Butterball","DOT","ETFZ-1000-3193","022655307733","","Each","","","11","15.94","9.94","6.4","",""
"Frozen","Gourmand Pastries","DOT","ETFZ-1000-3194","814448010237","","Each","","","9.48","15.59","11.65","6.89","",""
"Frozen","LAND O'LAKES","DOT","ETFZ-1000-3195","034500442234","","Each","","","13","9.062","8.375","7.625","",""
"Frozen","LAND O'LAKES","DOT","ETFZ-1000-3196","034500442425","","Each","","","13","9.062","8.375","7.625","",""
"Frozen","LAND O'LAKES","DOT","ETFZ-1000-3197","034500442395","","Each","","","13","9.062","8.375","7.625","",""
"Frozen","LAND O'LAKES","DOT","ETFZ-1000-3198","034500442661","","Each","","","12.6","9.4","9.4","7","",""
"Frozen","Readi-Bake","DOT","ETFZ-1000-3199","024497042817","","Each","","","22.8","14.646","9.685","6.457","",""
"Frozen","Readi-Bake","DOT","ETFZ-1000-3200","024497042886","","Each","","","21.25","14.457","9.651","7.795","",""
"Frozen","Hope's Cookies","DOT","ETFZ-1000-3201","081898231509","","Each","","","21.25","14.5","9.5","8.25","",""
"Frozen","Hope's Cookies","DOT","ETFZ-1000-3202","081898231516","","Each","","","21.25","14.5","9.5","8.25","",""
"Frozen","Hope's Cookies","DOT","ETFZ-1000-3203","081898231530","","Each","","","21.25","14.5","9.5","8.25","",""
"Frozen","Hope's Cookies","DOT","ETFZ-1000-3204","081898232605","","Each","","","21.25","14.5","9.5","8.25","",""
"Frozen","Maple Leaf Farms","DOT","ETFZ-1000-3205","073981323840","","Each","","","10.32","16.75","9.5","5.25","",""
"Frozen","Otis Spunkmeyer","DOT","ETFZ-1000-3206","013087556893","","Each","","","24","13.188","10.813","7.875","",""
"Frozen","Phillips","DOT","ETFZ-1000-3207","070057364643","","Each","","","4.65","16.3","10.1","3","",""
"Frozen","Bridor","DOT","ETFZ-1000-3208","057483592420","","Each","","","13.779","15.82","11.88","9.94","",""
"Frozen","Country Home","DOT","ETFZ-1000-3209","024497144061","","Each","","","23.2","20.19","9.06","6","",""
"Frozen","Bridor","DOT","ETFZ-1000-3210","419280047273","","Each","","","13.51","23.4","15.4","8.5","",""
"Frozen","Grecian Delight","DOT","ETFZ-1000-3211","075365000231","","Each","","","21.5","19.945","13.257","7.89","",""
"Frozen","Grecian Delight","DOT","ETFZ-1000-3212","075365010292","","Each","","","27","23.26","15.26","8.27","",""
"Frozen","Grecian Delight","DOT","ETFZ-1000-3213","075365000255","","Each","","","27","22.25","14.75","8","",""
"Frozen","Grecian Delight","DOT","ETFZ-1000-3214","075365511263","","Each","","","22.5","22.25","14.75","8.125","",""
"Frozen","Wholesome Harvest Baking","DOT","ETFZ-1000-3215","039677812989","","Each","","","20.6","24","16","7.44","",""
"Frozen","European Bakers","DOT","ETFZ-1000-3216","075361090137","","Each","","","24","19.76","15.75","11.5","",""
"Frozen","Tyson","DOT","ETFZ-1000-3217","023700035493","","Each","","","10.636","11.75","9.178","9.75","",""
"Frozen","Jimmy Dean","DOT","ETFZ-1000-3218","077900001024","","Each","","","11.241","17.812","11.312","4.125","",""
"Frozen","PERDUE","DOT","ETFZ-1000-3219","072745757511","","Each","","","21","15.875","10.625","6.25","",""
"Frozen","Sea Legs","DOT","ETFZ-1000-3220","028029995206","","Each","","","10.8","15","9.938","6.25","",""
"Frozen","Philly Freedom","DOT","ETFZ-1000-3221","793577433745","","Each","","","10.625","15.625","10.375","4.25","",""
"Frozen","Steak-EZE","DOT","ETFZ-1000-3222","793577441405","","Each","","","10.844","15.625","10.5","4.312","",""
"Frozen","Steak-EZE","DOT","ETFZ-1000-3223","793577061504","","Each","","","10.76","15.625","10.5","4.25","",""
"Frozen","Steak-EZE","DOT","ETFZ-1000-3224","880760045691","","Each","","","10.647","15.625","10.5","4.312","",""
"Frozen","Steak-EZE","DOT","ETFZ-1000-3225","880760145865","","Each","","","10.853","15.25","9.062","4.438","",""
"Frozen","Steak-EZE","DOT","ETFZ-1000-3226","880760745843","","Each","","","10.853","15.25","9.062","4.438","",""
"Frozen","Steak-EZE","DOT","ETFZ-1000-3227","793577616001","","Each","","","10.738","15.625","10.5","4.25","",""
"Frozen","LAND O'LAKES","DOT","ETFZ-1000-3228","034500420624","","Each","","","10.5","11.813","7.688","4.25","",""
"Frozen","LAND O'LAKES","DOT","ETFZ-1000-3229","034500420617","","Each","","","10.5","11.813","7.688","4.25","",""
"Frozen","Naughty Chile Taqueria","DOT","ETFZ-1000-3230","745471941529","","Each","","","10.75","11.75","8","4.75","",""
"Frozen","Naughty Chile Taqueria","DOT","ETFZ-1000-3231","745471941116","","Each","","","10.75","11.75","8","4.75","",""
"Frozen","Naughty Chile Taqueria","DOT","ETFZ-1000-3232","745471931421","","Each","","","11.25","8.32","8.32","6.7","",""
"Frozen","Naughty Chile Taqueria","DOT","ETFZ-1000-3233","745471931117","","Each","","","11.25","8.32","8.32","6.7","",""
"Frozen","Naughty Chile Taqueria","DOT","ETFZ-1000-3234","745471931094","","Each","","","11.25","8.32","8.32","6.7","",""
"Frozen","Naughty Chile Taqueria","DOT","ETFZ-1000-3235","745471931520","","Each","","","11.25","8.32","8.32","6.7","",""
"Frozen","Naughty Chile Taqueria","DOT","ETFZ-1000-3236","745471911553","","Each","","","10.73","13","9.75","7.75","",""
"Frozen","Dr. Praeger's","DOT","ETFZ-1000-3237","080868310626","","Each","","","11","6.75","8.7","13.05","",""
"Frozen","Grecian Delight","DOT","ETFZ-1000-3238","075365005090","","Each","","","10.5","14.75","8","4.875","",""
"Frozen","Butterball","DOT","ETFZ-1000-3239","022655306767","","Each","","","11.05","15.7","10.7","6.5","",""
"Frozen","Carl's","DOT","ETFZ-1000-3240","070773010001","","Each","","","10.6","12.69","9.69","6.13","",""
"Frozen","Five Star Foodbase","DOT","ETFZ-1000-3241","756171218200","","Each","","","22.2","17.25","9.2","8.4","",""
"Frozen","Five Star Foodbase","DOT","ETFZ-1000-3242","756171234200","","Each","","","22.2","17.25","9.2","8.4","",""
"Frozen","Syracuse Sausage","DOT","ETFZ-1000-3243","092379000399","","Each","","","10.5","13","7.5","5.5","",""
"Frozen","Syracuse Sausage","DOT","ETFZ-1000-3244","092379003901","","Each","","","10.5","13","8","5.75","",""
"Frozen","Gold Label","DOT","ETFZ-1000-3245","096248003702","","Each","","","15.98","15.44","9.44","4.88","",""
"Frozen","Gold Label","DOT","ETFZ-1000-3246","096248003696","","Each","","","15.95","15.44","9.44","4.88","",""
"Frozen","Kidfresh","DOT","ETFZ-1000-3247","810882010830","","Each","","","5.1","19.56","9.69","6.81","",""
"Frozen","Kidfresh","DOT","ETFZ-1000-3248","810882010823","","Each","","","5.1","19.56","9.69","6.81","",""
"Frozen","Day'n Night Bites","DOT","ETFZ-1000-3249","685060011601","","Each","","","13.24","15.25","7.75","7.125","",""
"Frozen","Venice Bakery","DOT","ETFZ-1000-3250","859955004119","","Each","","","13.386","12.75","12.75","5.25","",""
"Frozen","Venice Bakery","DOT","ETFZ-1000-3251","859955004058","","Each","","","13.386","12.75","12.75","5.25","",""
"Frozen","Day'n Night Bites","DOT","ETFZ-1000-3252","685060011618","","Each","","","13.87","15.25","7.75","8.125","",""
"Frozen","PanaPesca","DOT","ETFZ-1000-3253","614583624047","","Each","","","9.5","16","11","4.75","",""
"Frozen","Day'n Night Bites","DOT","ETFZ-1000-3254","685060011632","","Each","","","14.27","15.25","7.75","8.125","",""
