"Item Type","Brand/Manufacture","Vendor","SKU","UPC","Case Barcode","Unit Description","Fullname","Pick Name","Unit Weight(lbs)","Length(in)","Width(in)","Height(in)","Item Description","Additional Description"
"Dry","Oatly!","Oatly","ETDP-1000-6103","994367489245","","Each","Oatly! Half & Half Oat Milk, 11 oz. Carton (18-1 Case)","Oatly! Half & Half Oat Milk, 11 oz. Carton (18-1 Case)","5.94","7.4","14.06","5.94","Oatly! Half & Half Oat Milk, 11 oz. Cart","on (18-1 Case)"
"Dry","Oatly!","Oatly","ETDP-1000-6104","992345634859","","Each","Oatly! Half & Half Oat Milk, 11 oz. Carton (1-1 Each)","Oatly! Half & Half Oat Milk, 11 oz. Carton (1-1 Each)","0.79","2.31","2.23","5.65","Oatly! Half & Half Oat Milk, 11 oz. Cart","on (1-1 Each)"
