"Item Type","Brand/Manufacture","Vendor","SKU","UPC","Case Barcode","Unit Description","Fullname","Pick Name","Unit Weight(lbs)","Length(in)","Width(in)","Height(in)","Item Description","Additional Description"
"Frozen","Seviroli Foods","DOT","ETFZ-0000-2990","074847717223","","Each","Seviroli Foods TORTELLINI TRI-COLOR Pasta, 5  Box (1-2 Case)","Seviroli Foods TORTELLINI TRI-COLOR Pasta, 5  Box (1-2 Case)","10","13.25","10","6.75","Seviroli Foods TORTELLINI TRI-COLOR Past","a, 5  Box (1-2 Case)"
"Frozen","Tru Fru","DOT","ETFZ-0000-2992","850012117063","","Each","Tru Fru HYPER-CHILLED GRAB & GO HYPER-CHILLED WHOLE  IMMERSED IN WHITE & DARKCHOCOLATE Blueberries, 5  Box (1-8 Case)","Tru Fru HYPER-CHILLED GRAB & GO HYPER-CHILLED WHOLE  IMMERSED IN WHITE & DARKCHOCOLATE Blueberries, 5  Box (1-8 Case)","3.3","14.5","7","5","Tru Fru HYPER-CHILLED GRAB & GO HYPER-CH","ILLED WHOLE  IMMERSED IN WHITE & DARKCHOCOLATE Blueberries, 5  Box (1-8 Case)"
"Frozen","Alouette","DOT","ETFZ-0000-2997","071448303012","","Each","Alouette Crumbled Goat Cheese, 3.5  Box (1-12 Case)","Alouette Crumbled Goat Cheese, 3.5  Box (1-12 Case)","0.218","4.88","4.67","1.5","Alouette Crumbled Goat Cheese, 3.5  Box ","(1-12 Case)"
"Frozen","LAND O'LAKES","DOT","ETFZ-0000-2998","042634004020","","Each","LAND O'LAKES Lace(R) Reduced Fat Cheddar  Readi-Pac(R)  Yellow Cheese, 1.5  Box (1-8 Case)","LAND O'LAKES Lace(R) Reduced Fat Cheddar  Readi-Pac(R)  Yellow Cheese, 1.5  Box (1-8 Case)","13","9.062","8.375","7.625","LAND O'LAKES Lace(R) Reduced Fat Cheddar","  Readi-Pac(R)  Yellow Cheese, 1.5  Box (1-8 Case)"
"Frozen","LAND O'LAKES","DOT","ETFZ-0000-2999","042634003012","","Each","LAND O'LAKES Lace(R) Reduced Fat Swiss  Loaf Cheese, 13  Box (1-1 Each)","LAND O'LAKES Lace(R) Reduced Fat Swiss  Loaf Cheese, 13  Box (1-1 Each)","13.71","17.5","6.75","4.75","LAND O'LAKES Lace(R) Reduced Fat Swiss  ","Loaf Cheese, 13  Box (1-1 Each)"
"Frozen","LAND O'LAKES","DOT","ETFZ-0000-3000","042634004013","","Each","LAND O'LAKES Lace(R) Reduced Fat Swiss  Readi-Pac(R) Cheese, 1.5  Box (1-8 Case)","LAND O'LAKES Lace(R) Reduced Fat Swiss  Readi-Pac(R) Cheese, 1.5  Box (1-8 Case)","13","13.312","9.875","6.625","LAND O'LAKES Lace(R) Reduced Fat Swiss  ","Readi-Pac(R) Cheese, 1.5  Box (1-8 Case)"
"Frozen","American Flatbread","DOT","ETFZ-0000-3001","731789035149","","Each","American Flatbread & Sausage Cheese, 1  Box (1-6 Case)","American Flatbread & Sausage Cheese, 1  Box (1-6 Case)","9.47","12.5","12.5","10.1","American Flatbread & Sausage Cheese, 1  ","Box (1-6 Case)"
"Frozen","Dippin' Stix","DOT","ETFZ-0000-3086","649632001719","","Each","Dippin' Stix Apple/Fruit Dip, 2.75  Box (1-36 Case)","Dippin' Stix Apple/Fruit Dip, 2.75  Box (1-36 Case)","9.22","18.937","8.062","7.875","Dippin' Stix Apple/Fruit Dip, 2.75  Box ","(1-36 Case)"
"Frozen","Armanino","DOT","ETFZ-0000-3084","041622018438","","Each","Armanino Foods Romesco Sauce, 30  Box (1-3 Case)","Armanino Foods Romesco Sauce, 30  Box (1-3 Case)","6.27","14","5","5.75","Armanino Foods Romesco Sauce, 30  Box (1","-3 Case)"
"Frozen","Barber Foods","DOT","ETFZ-0000-3018","073461207537","","Each","Barber Foods Barber Foods(R) Uncooked  Breaded Broccoli And  Boneless Chicken Breasts With Rib Mea Cheese, 10.5  Box (1-1 Each)","Barber Foods Barber Foods(R) Uncooked  Breaded Broccoli And  Boneless Chicken Breasts With Rib Mea Cheese, 10.5  Box (1-1 Each)","11.142","13.312","9.938","6.25","Barber Foods Barber Foods(R) Uncooked  B","readed Broccoli And  Boneless Chicken Breasts With Rib Mea Cheese, 10.5  Box (1-1 Each)"
"Frozen","Barber Foods","DOT","ETFZ-0000-3082","073461214535","","Each","Barber Foods Barber Foods(R) Uncooked  Breaded Broccoli And  Boneless Chicken Breasts With Rib Mea Cheese, 9  Box (1-1 Each)","Barber Foods Barber Foods(R) Uncooked  Breaded Broccoli And  Boneless Chicken Breasts With Rib Mea Cheese, 9  Box (1-1 Each)","9.642","13.312","9.938","6.25","Barber Foods Barber Foods(R) Uncooked  B","readed Broccoli And  Boneless Chicken Breasts With Rib Mea Cheese, 9  Box (1-1 Each)"
"Frozen","Beyond Meat","DOT","ETFZ-0000-3020","852629004894","","Each","Beyond Meat Meat  Breakfast Sausage Plant-Based Breakfast   Classic Patties, 7.4  Box (1-12 Case)","Beyond Meat Meat  Breakfast Sausage Plant-Based Breakfast   Classic Patties, 7.4  Box (1-12 Case)","6.5","17.38","6.5","8","Beyond Meat Meat  Breakfast Sausage Plan","t-Based Breakfast   Classic Patties, 7.4  Box (1-12 Case)"
"Frozen","Beyond Meat","DOT","ETFZ-0000-3021","850004207000","","Each","Beyond Meat Meat  Breakfast Sausage Plant-Based Breakfast   Classic Patties, 9.19  Box (1-1 Each)","Beyond Meat Meat  Breakfast Sausage Plant-Based Breakfast   Classic Patties, 9.19  Box (1-1 Each)","10.25","9.375","6.625","9.375","Beyond Meat Meat  Breakfast Sausage Plan","t-Based Breakfast   Classic Patties, 9.19  Box (1-1 Each)"
"Frozen","Beyond Meat","DOT","ETFZ-0000-3022","850004207311","","Each","Beyond Meat Meat  Breakfast Sausage Plant-Based Breakfast   Spicy Patties, 7.4  Box (1-12 Case)","Beyond Meat Meat  Breakfast Sausage Plant-Based Breakfast   Spicy Patties, 7.4  Box (1-12 Case)","6.5","17.38","6.5","8","Beyond Meat Meat  Breakfast Sausage Plan","t-Based Breakfast   Spicy Patties, 7.4  Box (1-12 Case)"
"Frozen","Boca","DOT","ETFZ-0000-3023","759283600076","","Each","Boca PATTIES MEAT ALTERNATIVE ORIGINAL Patties, 10  Box (1-12 Case)","Boca PATTIES MEAT ALTERNATIVE ORIGINAL Patties, 10  Box (1-12 Case)","8.945","13.125","9","6.25","Boca PATTIES MEAT ALTERNATIVE ORIGINAL P","atties, 10  Box (1-12 Case)"
"Frozen","Boca","DOT","ETFZ-0000-3024","759283601066","","Each","Boca GROUND BURGERS MEAT ALTERNATIVE Original Veggie  non-GMO Soy Crumbles, 12  Box (1-12 Case)","Boca GROUND BURGERS MEAT ALTERNATIVE Original Veggie  non-GMO Soy Crumbles, 12  Box (1-12 Case)","9.829","13.313","7.813","10.313","Boca GROUND BURGERS MEAT ALTERNATIVE Ori","ginal Veggie  non-GMO Soy Crumbles, 12  Box (1-12 Case)"
"Frozen","Boca","DOT","ETFZ-0000-3025","759283600144","","Each","Boca NATURAL  PATTIES MEAT ALTERNATIVE SPICY NATURAL INGREDIENTS Patties, 10  Box (1-12 Case)","Boca NATURAL  PATTIES MEAT ALTERNATIVE SPICY NATURAL INGREDIENTS Patties, 10  Box (1-12 Case)","8.945","13.125","9","6.25","Boca NATURAL  PATTIES MEAT ALTERNATIVE S","PICY NATURAL INGREDIENTS Patties, 10  Box (1-12 Case)"
"Frozen","Butterball","DOT","ETFZ-0000-3035","022655306057","","Each","Butterball Smoked Turkey Dinner Sausage, 13  Box (1-16 Case)","Butterball Smoked Turkey Dinner Sausage, 13  Box (1-16 Case)","14.3","12.375","11.375","5.375","Butterball Smoked Turkey Dinner Sausage,"," 13  Box (1-16 Case)"
"Frozen","Cheesewich","DOT","ETFZ-0000-3080","709893777777","","Each","Cheesewich Breakfast Taco case Grab n Go  TORTILLA  SCRAMBLED EGG  COLBYJACK   UNCURED TURKEY Cheese, 3.23  Box (1-24 Case)","Cheesewich Breakfast Taco case Grab n Go  TORTILLA  SCRAMBLED EGG  COLBYJACK   UNCURED TURKEY Cheese, 3.23  Box (1-24 Case)","5.8","11.125","6.7","6.1","Cheesewich Breakfast Taco case Grab n Go","  TORTILLA  SCRAMBLED EGG  COLBYJACK   UNCURED TURKEY Cheese, 3.23  Box (1-24 Case)"
"Frozen","Chef One","DOT","ETFZ-0000-3039","760941702391","","Each","Chef One Chef One(R) Egg Wrap, 50  Box (1-1 Each)","Chef One Chef One(R) Egg Wrap, 50  Box (1-1 Each)","10.37","12","9","6","Chef One Chef One(R) Egg Wrap, 50  Box (","1-1 Each)"
"Frozen","Chef One","DOT","ETFZ-0000-3040","760941207018","","Each","Chef One One(R) Egg  Philly Steak & Cheese, 50  Box (1-1 Each)","Chef One One(R) Egg  Philly Steak & Cheese, 50  Box (1-1 Each)","10.37","12","9","6.75","Chef One One(R) Egg  Philly Steak & Chee","se, 50  Box (1-1 Each)"
"Frozen","Chef One","DOT","ETFZ-0000-3041","760941261690","","Each","Chef One One(R) Potstickers/Dumpling Potstickers, 32  Box (1-4 Case)","Chef One One(R) Potstickers/Dumpling Potstickers, 32  Box (1-4 Case)","9","12.375","9.375","8.25","Chef One One(R) Potstickers/Dumpling Pot","stickers, 32  Box (1-4 Case)"
"Frozen","Chef One","DOT","ETFZ-0000-3042","760941104515","","Each","Chef One One(R) Potstickers/Dumpling  & Vegetables Wrap, 40  Box (1-8 Case)","Chef One One(R) Potstickers/Dumpling  & Vegetables Wrap, 40  Box (1-8 Case)","21","16","12","10.5","Chef One One(R) Potstickers/Dumpling  & ","Vegetables Wrap, 40  Box (1-8 Case)"
"Frozen","Chef One","DOT","ETFZ-0000-3043","760941261249","","Each","Chef One One(R) Potstickers/Dumpling  Lemongrass Wrap, 40  Box (1-3 Case)","Chef One One(R) Potstickers/Dumpling  Lemongrass Wrap, 40  Box (1-3 Case)","8.5","12","9","7.5","Chef One One(R) Potstickers/Dumpling  Le","mongrass Wrap, 40  Box (1-3 Case)"
"Frozen","Chef One","DOT","ETFZ-0000-3045","760941151212","","Each","Chef One One(R) Potstickers/Dumpling Kung Pao Wrap, 40  Box (1-3 Case)","Chef One One(R) Potstickers/Dumpling Kung Pao Wrap, 40  Box (1-3 Case)","8.5","12","9","6.75","Chef One One(R) Potstickers/Dumpling Kun","g Pao Wrap, 40  Box (1-3 Case)"
"Frozen","Chef One","DOT","ETFZ-0000-3046","760941242040","","Each","Chef One One(R) Potstickers/Dumpling Wrap, 40  Box (1-3 Case)","Chef One One(R) Potstickers/Dumpling Wrap, 40  Box (1-3 Case)","8.5","12","9","6.75","Chef One One(R) Potstickers/Dumpling Wra","p, 40  Box (1-3 Case)"
"Frozen","Chef Pierre","DOT","ETFZ-0000-3047","760941261256","","Each","Chef Pierre One(R) Potstickers/Dumpling Teriyaki Wrap, 40  Box (1-3 Case)","Chef Pierre One(R) Potstickers/Dumpling Teriyaki Wrap, 40  Box (1-3 Case)","8.5","12","9","7.5","Chef Pierre One(R) Potstickers/Dumpling ","Teriyaki Wrap, 40  Box (1-3 Case)"
"Frozen","Chickentopia","DOT","ETFZ-0000-3049","854790006052","","Each","Chickentopia Fully cooked dill flavored whole grain breaded  filets Chicken Breast, 5  Box (1-6 Case)","Chickentopia Fully cooked dill flavored whole grain breaded  filets Chicken Breast, 5  Box (1-6 Case)","30","19.25","19.25","12.5","Chickentopia Fully cooked dill flavored ","whole grain breaded  filets Chicken Breast, 5  Box (1-6 Case)"
"Frozen","Chickentopia","DOT","ETFZ-0000-0521","854790006069","","Each","Chickentopia Fully cooked dill flavored whole grain breaded  nuggets Chicken Breast, 5  Box (1-6 Case)","Chickentopia Fully cooked dill flavored whole grain breaded  nuggets Chicken Breast, 5  Box (1-6 Case)","30","19.25","19.25","12.5","Chickentopia Fully cooked dill flavored ","whole grain breaded  nuggets Chicken Breast, 5  Box (1-6 Case)"
"Frozen","Prairie City Bakery","DOT","ETFZ-0000-3055","797884325205","","Each","Prairie City Bakery Chocolate Iced  Donut Cake, 18  Box (1-6 Case)","Prairie City Bakery Chocolate Iced  Donut Cake, 18  Box (1-6 Case)","8.135","17.3","12.8","6.7","Prairie City Bakery Chocolate Iced  Donu","t Cake, 18  Box (1-6 Case)"
"Frozen","Cliffdale Farms","DOT","ETFZ-0000-3059","099429238856","","Each","Cliffdale Farms REDI-MELTS Country  Puree - IDDSI LEVEL Bread, 40  Box (1-1 Each)","Cliffdale Farms REDI-MELTS Country  Puree - IDDSI LEVEL Bread, 40  Box (1-1 Each)","8.4","13.31","9.81","5.88","Cliffdale Farms REDI-MELTS Country  Pure","e - IDDSI LEVEL Bread, 40  Box (1-1 Each)"
"Frozen","Cliffdale Farms","DOT","ETFZ-0000-3060","099429291301","","Each","Cliffdale Farms REDI-MELTS Pureed Souffle with Sauce, 40  Box (1-1 Each)","Cliffdale Farms REDI-MELTS Pureed Souffle with Sauce, 40  Box (1-1 Each)","8.4","13.31","9.81","5.88","Cliffdale Farms REDI-MELTS Pureed Souffl","e with Sauce, 40  Box (1-1 Each)"
"Frozen","Conestoga","DOT","ETFZ-0000-3064","721881030630","","Each","Conestoga Tortilla Dough Flour, 1.25  Box (1-460 Case)","Conestoga Tortilla Dough Flour, 1.25  Box (1-460 Case)","37.5","12.562","19.438","6.5","Conestoga Tortilla Dough Flour, 1.25  Bo","x (1-460 Case)"
"Frozen","Conestoga","DOT","ETFZ-0000-3065","021881030600","","Each","Conestoga Tortilla Dough Flour, 1.5  Box (1-384 Case)","Conestoga Tortilla Dough Flour, 1.5  Box (1-384 Case)","37.5","12.625","19.5","7.125","Conestoga Tortilla Dough Flour, 1.5  Box"," (1-384 Case)"
"Frozen","Conestoga","DOT","ETFZ-0000-3066","721881030626","","Each","Conestoga Tortilla Dough Flour, 4  Box (1-144 Case)","Conestoga Tortilla Dough Flour, 4  Box (1-144 Case)","37.5","13.312","19.438","6.562","Conestoga Tortilla Dough Flour, 4  Box (","1-144 Case)"
"Frozen","Conestoga","DOT","ETFZ-0000-3067","721881030435","","Each","Conestoga Whole Grain Simple-Split Biscuit, 2  Box (1-144 Case)","Conestoga Whole Grain Simple-Split Biscuit, 2  Box (1-144 Case)","19.5","12.88","5.63","19.5","Conestoga Whole Grain Simple-Split Biscu","it, 2  Box (1-144 Case)"
"Frozen","Prairie City Bakery","DOT","ETFZ-0000-3068","797884571206","","Each","Prairie City Bakery Creamy  Coffee House Cheese, 16  Box (1-6 Case)","Prairie City Bakery Creamy  Coffee House Cheese, 16  Box (1-6 Case)","7.9","20.62","10.62","6.37","Prairie City Bakery Creamy  Coffee House"," Cheese, 16  Box (1-6 Case)"
"Frozen","Daiya","DOT","ETFZ-0000-3069","871459000026","","Each","Daiya Cheddar Style Shreds Dairy-free gluten-free  soy-free and  cheeses Plant Based, 8  Box (1-12 Case)","Daiya Cheddar Style Shreds Dairy-free gluten-free  soy-free and  cheeses Plant Based, 8  Box (1-12 Case)","6.74","8.86","6.69","8.47","Daiya Cheddar Style Shreds Dairy-free gl","uten-free  soy-free and  cheeses Plant Based, 8  Box (1-12 Case)"
"Frozen","Daiya","DOT","ETFZ-0000-3070","871459001323","","Each","Daiya Cheeze Lover's  Dairy-free gluten-free  soy-free and plant based Pizza, 15.7  Box (1-8 Case)","Daiya Cheeze Lover's  Dairy-free gluten-free  soy-free and plant based Pizza, 15.7  Box (1-8 Case)","10.15","10.74","10.74","13.18","Daiya Cheeze Lover's  Dairy-free gluten-","free  soy-free and plant based Pizza, 15.7  Box (1-8 Case)"
"Frozen","Daiya","DOT","ETFZ-0000-3071","871459001385","","Each","Daiya Chocolate Cheezecake Dairy-free gluten-free  soy-free and Plant Based, 14.1  Box (1-8 Case)","Daiya Chocolate Cheezecake Dairy-free gluten-free  soy-free and Plant Based, 14.1  Box (1-8 Case)","8.7","14.68","7.51","7.94","Daiya Chocolate Cheezecake Dairy-free gl","uten-free  soy-free and Plant Based, 14.1  Box (1-8 Case)"
"Frozen","Daiya","DOT","ETFZ-0000-3072","871459002009","","Each","Daiya Italian Herbs & Cheeze Style VegetableCrust Pizza, 13.47  Box (1-8 Case)","Daiya Italian Herbs & Cheeze Style VegetableCrust Pizza, 13.47  Box (1-8 Case)","9.035","10.74","10.74","13.18","Daiya Italian Herbs & Cheeze Style Veget","ableCrust Pizza, 13.47  Box (1-8 Case)"
"Frozen","Daiya","DOT","ETFZ-0000-3073","871459000139","","Each","Daiya Jalapeno Havarti Style Block - Dairy-free gluten-free  soy-free and plant based Cheese, 7.1  Box (1-8 Case)","Daiya Jalapeno Havarti Style Block - Dairy-free gluten-free  soy-free and plant based Cheese, 7.1  Box (1-8 Case)","3.83","13.77","4.09","3.1","Daiya Jalapeno Havarti Style Block - Dai","ry-free gluten-free  soy-free and plant based Cheese, 7.1  Box (1-8 Case)"
"Frozen","Daiya","DOT","ETFZ-0000-3074","871459001378","","Each","Daiya Key Lime Cheezecake Dairy-free gluten-free  soy-free and Plant Based, 14.1  Box (1-8 Case)","Daiya Key Lime Cheezecake Dairy-free gluten-free  soy-free and Plant Based, 14.1  Box (1-8 Case)","8.7","14.68","7.51","7.94","Daiya Key Lime Cheezecake Dairy-free glu","ten-free  soy-free and Plant Based, 14.1  Box (1-8 Case)"
"Frozen","Daiya","DOT","ETFZ-0000-3075","871459001989","","Each","Daiya Meatless Pepperoni Style  Dairy-free gluten-free  soy-free and plant based Pizza, 16.7  Box (1-8 Case)","Daiya Meatless Pepperoni Style  Dairy-free gluten-free  soy-free and plant based Pizza, 16.7  Box (1-8 Case)","10.62","10.74","10.74","13.18","Daiya Meatless Pepperoni Style  Dairy-fr","ee gluten-free  soy-free and plant based Pizza, 16.7  Box (1-8 Case)"
"Refrigerated","Daiya","DOT","ETRF-0000-3076","871459000115","","Each","Daiya Monterey Jack Style Block - dairy-freegluten-free  soy-free  and plant based Cheese, 7.1  Box (1-8 Case)","Daiya Monterey Jack Style Block - dairy-freegluten-free  soy-free  and plant based Cheese, 7.1  Box (1-8 Case)","3.83","13.77","4.09","3.1","Daiya Monterey Jack Style Block - dairy-","freegluten-free  soy-free  and plant based Cheese, 7.1  Box (1-8 Case)"
"Frozen","Daiya","DOT","ETFZ-0000-3078","871459001361","","Each","Daiya New York Cheezecake - Dairy Free Gluten Free Vegan Cheesecake, 14.1  Box (1-8 Case)","Daiya New York Cheezecake - Dairy Free Gluten Free Vegan Cheesecake, 14.1  Box (1-8 Case)","8.7","14.68","7.51","7.94","Daiya New York Cheezecake - Dairy Free G","luten Free Vegan Cheesecake, 14.1  Box (1-8 Case)"
"Frozen","Daiya","DOT","ETFZ-0000-3079","871459001071","","Each","Daiya Plain  Cream Cheeze - Dairy-free  gluten-free  and soy-free Plant Based, 8  Box (1-6 Case)","Daiya Plain  Cream Cheeze - Dairy-free  gluten-free  and soy-free Plant Based, 8  Box (1-6 Case)","3.47","9.68","5.03","6.33","Daiya Plain  Cream Cheeze - Dairy-free  ","gluten-free  and soy-free Plant Based, 8  Box (1-6 Case)"
"Frozen","Daiya","DOT","ETFZ-0000-3093","871459000146","","Each","Daiya Smoked Gouda Style Block - dairy-free gluten-free  soy-free  and plant based Cheese, 7.1  Box (1-8 Case)","Daiya Smoked Gouda Style Block - dairy-free gluten-free  soy-free  and plant based Cheese, 7.1  Box (1-8 Case)","3.83","13.77","4.09","3.1","Daiya Smoked Gouda Style Block - dairy-f","ree gluten-free  soy-free  and plant based Cheese, 7.1  Box (1-8 Case)"
"Frozen","Daiya","DOT","ETFZ-0000-3094","871459001828","","Each","Daiya Supreme   Dairy-free gluten-freesoy-free and plant based Pizza, 19.4  Box (1-8 Case)","Daiya Supreme   Dairy-free gluten-freesoy-free and plant based Pizza, 19.4  Box (1-8 Case)","12","10.74","10.74","13.18","Daiya Supreme   Dairy-free gluten-freeso","y-free and plant based Pizza, 19.4  Box (1-8 Case)"
"Frozen","Gourmand Pastries","DOT","ETFZ-0000-3095","814448021325","","Each","Gourmand Pastries crown  style Pizza, 3.7  Box (1-48 Case)","Gourmand Pastries crown  style Pizza, 3.7  Box (1-48 Case)","11.111","15.6","11.7","6","Gourmand Pastries crown  style Pizza, 3.","7  Box (1-48 Case)"
"Frozen","Deli Express","DOT","ETFZ-0000-3097","041433008867","","Each","Deli Express Ham  Egg &  on a Croissant Cheese, 4.4  Box (1-10 Case)","Deli Express Ham  Egg &  on a Croissant Cheese, 4.4  Box (1-10 Case)","3.34","11.88","9.13","4.88","Deli Express Ham  Egg &  on a Croissant ","Cheese, 4.4  Box (1-10 Case)"
"Frozen","Deli Express","DOT","ETFZ-0000-3098","041433007723","","Each","Deli Express Mega Smoked Ham & Cheese, 6  Box (1-8 Case)","Deli Express Mega Smoked Ham & Cheese, 6  Box (1-8 Case)","3.52","11.88","9.13","4.88","Deli Express Mega Smoked Ham & Cheese, 6","  Box (1-8 Case)"
"Frozen","Deli Express","DOT","ETFZ-0000-3099","041433007792","","Each","Deli Express Oven Roasted Turkey & Cheese, 4.2  Box (1-10 Case)","Deli Express Oven Roasted Turkey & Cheese, 4.2  Box (1-10 Case)","3.27","11.88","9.13","4.88","Deli Express Oven Roasted Turkey & Chees","e, 4.2  Box (1-10 Case)"
"Frozen","Deli Express","DOT","ETFZ-0000-3101","041433017425","","Each","Deli Express Sausage  Egg & Cheese on a Biscuit, 5.8  Box (1-12 Case)","Deli Express Sausage  Egg & Cheese on a Biscuit, 5.8  Box (1-12 Case)","4.97","11.88","9.13","4.88","Deli Express Sausage  Egg & Cheese on a ","Biscuit, 5.8  Box (1-12 Case)"
"Frozen","Deli Express","DOT","ETFZ-0000-3104","041433007846","","Each","Deli Express Smoked Ham & Cheese, 4.6  Box (1-10 Case)","Deli Express Smoked Ham & Cheese, 4.6  Box (1-10 Case)","3.4","11.88","9.13","4.88","Deli Express Smoked Ham & Cheese, 4.6  B","ox (1-10 Case)"
"Frozen","Deli Express","DOT","ETFZ-0000-3109","041433123638","","Each","Deli Express XXL Chicken with Cheese, 9.5  Box (1-6 Case)","Deli Express XXL Chicken with Cheese, 9.5  Box (1-6 Case)","4.11","11.88","9.13","4.88","Deli Express XXL Chicken with Cheese, 9.","5  Box (1-6 Case)"
"Frozen","Deli Express","DOT","ETFZ-0000-3110","041433129616","","Each","Deli Express XXL Spicy Burger, 9.9  Box (1-6 Case)","Deli Express XXL Spicy Burger, 9.9  Box (1-6 Case)","4.3","11.88","9.13","4.88","Deli Express XXL Spicy Burger, 9.9  Box ","(1-6 Case)"
"Frozen","Activia","DOT","ETFZ-0000-3112","036632035756","","Each","Activia STRAWBERRY Drink, 7  Box (1-12 Case)","Activia STRAWBERRY Drink, 7  Box (1-12 Case)","6.3","8.34","6.42","5.62","Activia STRAWBERRY Drink, 7  Box (1-12 C","ase)"
"Frozen","Sunny Fresh","DOT","ETFZ-0000-3115","070272002198","","Each","Sunny Fresh Cage Free Egg Whites, 32  Box (1-12 Case)","Sunny Fresh Cage Free Egg Whites, 32  Box (1-12 Case)","25.6","12.25","9.31","9.63","Sunny Fresh Cage Free Egg Whites, 32  Bo","x (1-12 Case)"
"Frozen","Folgers","DOT","ETFZ-0000-3117","025500622047","","Each","Folgers Roast & Ground Coffee, 1.25  Box (1-2 Case)","Folgers Roast & Ground Coffee, 1.25  Box (1-2 Case)","7.003","7.501","3.75","9.252","Folgers Roast & Ground Coffee, 1.25  Box"," (1-2 Case)"
