"Item Type","Brand/Manufacture","Vendor","SKU","UPC","Case Barcode","Unit Description","Fullname","Pick Name","Unit Weight(lbs)","Length(in)","Width(in)","Height(in)","Item Description","Additional Description"
"Frozen","Talenti","Unilever","ETFZ-1000-5927","018685200067","","Each","Talenti Peppermint Bark Gelato, 16 oz. Pint (1-8 Case)","Talenti Peppermint Bark Gelato, 16 oz. Pint (1-8 Case)","8.27","14.69","7.68","4.33","Talenti Peppermint Bark Gelato, 16 oz. P","int (1-8 Case)"
"Frozen","Talenti","Unilever","ETFZ-1000-5934","186852000679","","Each","Talenti Peppermint Bark Gelato, 16 oz. Pint (1-1 Each)","Talenti Peppermint Bark Gelato, 16 oz. Pint (1-1 Each)","1","3.66","3.66","4.25","Talenti Peppermint Bark Gelato, 16 oz. P","int (1-1 Each)"
