"Item Type","Brand/Manufacture","Vendor","SKU","UPC","Case Barcode","Unit Description","Fullname","Pick Name","Unit Weight(lbs)","Length(in)","Width(in)","Height(in)","Item Description","Additional Description"
"Frozen","Magic Cup","DOT","ETFZ-0000-0311","697273236511","","Each","Magic Cup Variety Pack: 6 Vanilla, 6 Chocolate, 6 Butter Pecan Frozen Dessert, 4 oz. Cup (1-18 Pack)","Magic Cup Variety Pack: 6 Vanilla, 6 Chocolate, 6 Butter Pecan Frozen Dessert, 4 oz. Cup (1-18 Pack)","5.479","14","6","4.375","Magic Cup Variety Pack: 6 Vanilla, 6 Cho","colate, 6 Butter Pecan Frozen Dessert, 4 oz. Cup (1-18 Pack)"
"Frozen","Magic Cup","DOT","ETFZ-0000-0312","697273236528","","Each","Magic Cup Variety Pack: 6 Vanilla, 6 Wild Berry, 6 Orange Creme Frozen Dessert, 4 oz. Cup (1-18 Pack)","Magic Cup Variety Pack: 6 Vanilla, 6 Wild Berry, 6 Orange Creme Frozen Dessert, 4 oz. Cup (1-18 Pack)","5.479","14","6","4.375","Magic Cup Variety Pack: 6 Vanilla, 6 Wil","d Berry, 6 Orange Creme Frozen Dessert, 4 oz. Cup (1-18 Pack)"
