"Item Type","Brand/Manufacture","Vendor","SKU","UPC","Case Barcode","Unit Description","Fullname","Pick Name","Unit Weight(lbs)","Length(in)","Width(in)","Height(in)","Item Description","Additional Description"
"Frozen","Little Debbie","Dreyers","ETFZ-1000-6127","850034580033","","Each","Little Debbie Nutty Bars Ice Cream, 16 oz. Pint (1-8 Case)","Little Debbie Nutty Bars Ice Cream, 16 oz. Pint (1-8 Case)","5.5","14","7.5","4.13","Little Debbie Nutty Bars Ice Cream, 16 o","z. Pint (1-8 Case)"
"Frozen","Little Debbie","Dreyers","ETFZ-1000-6128","850034580040","","Each","Little Debbie Oatmeal Crème Pie Ice Cream, 16 oz. Pint (1-8 Case)","Little Debbie Oatmeal Crème Pie Ice Cream, 16 oz. Pint (1-8 Case)","5.5","14","7.5","4.13","Little Debbie Oatmeal Crème Pie Ice Cre","am, 16 oz. Pint (1-8 Case)"
"Frozen","Little Debbie","Dreyers","ETFZ-1000-6129","850034580026","","Each","Little Debbie Honey Buns Ice Cream, 16 oz. Pint (1-8 Case)","Little Debbie Honey Buns Ice Cream, 16 oz. Pint (1-8 Case)","5.5","14","7.5","4.13","Little Debbie Honey Buns Ice Cream, 16 o","z. Pint (1-8 Case)"
"Frozen","Little Debbie","Dreyers","ETFZ-1000-6130","850034580050","","Each","Little Debbie Strawberry Shortcake Rolls Ice Cream, 16 oz. Pint (1-1 Each)","Little Debbie Strawberry Shortcake Rolls Ice Cream, 16 oz. Pint (1-1 Each)","0.688","3.8","3.8","4.13","Little Debbie Strawberry Shortcake Rolls"," Ice Cream, 16 oz. Pint (1-1 Each)"
"Frozen","Little Debbie","Dreyers","ETFZ-1000-6132","850034580074","","Each","Little Debbie Zebra Cakes Ice Cream, 16 oz. Pint (1-1 Each)","Little Debbie Zebra Cakes Ice Cream, 16 oz. Pint (1-1 Each)","0.688","3.8","3.8","4.13","Little Debbie Zebra Cakes Ice Cream, 16 ","oz. Pint (1-1 Each)"
"Frozen","Little Debbie","Dreyers","ETFZ-1000-6133","850034580012","","Each","Little Debbie Cosmic Brownies Ice Cream, 16 oz. Pint (1-1 Each)","Little Debbie Cosmic Brownies Ice Cream, 16 oz. Pint (1-1 Each)","0.688","3.8","3.8","4.13","Little Debbie Cosmic Brownies Ice Cream,"," 16 oz. Pint (1-1 Each)"
"Frozen","Little Debbie","Dreyers","ETFZ-1000-6135","850034580067","","Each","Little Debbie Swiss Rolls Ice Cream, 16 oz. Pint (1-1 Each)","Little Debbie Swiss Rolls Ice Cream, 16 oz. Pint (1-1 Each)","0.688","3.8","3.8","4.13","Little Debbie Swiss Rolls Ice Cream, 16 ","oz. Pint (1-1 Each)"
"Frozen","Little Debbie","Dreyers","ETFZ-1000-6137","850034580036","","Each","Little Debbie Nutty Bars Ice Cream, 16 oz. Pint (1-1 Each)","Little Debbie Nutty Bars Ice Cream, 16 oz. Pint (1-1 Each)","0.688","3.8","3.88","4.13","Little Debbie Nutty Bars Ice Cream, 16 o","z. Pint (1-1 Each)"
"Frozen","Little Debbie","Dreyers","ETFZ-1000-6140","850034580043","","Each","Little Debbie Oatmeal Crème Pie Ice Cream, 16 oz. Pint (1-1 Each)","Little Debbie Oatmeal Crème Pie Ice Cream, 16 oz. Pint (1-1 Each)","0.688","3.8","3.8","4.13","Little Debbie Oatmeal Crème Pie Ice Cre","am, 16 oz. Pint (1-1 Each)"
"Frozen","Little Debbie","Dreyers","ETFZ-1000-6142","850034580029","","Each","Little Debbie Honey Buns Ice Cream, 16 oz. Pint (1-1 Each)","Little Debbie Honey Buns Ice Cream, 16 oz. Pint (1-1 Each)","0.688","3.8","3.8","4.13","Little Debbie Honey Buns Ice Cream, 16 o","z. Pint (1-1 Each)"
"Frozen","Little Debbie","","ETFZ-1000-6147","","","Each","Little Debbie  Variety Pack (7 Kit)","Little Debbie  Variety Pack (7 Kit)","4.75","14","7.5","4.13","Little Debbie  Variety Pack (7 Kit)",""
"Frozen","Nick's","Sweetie Pies","ETFZ-1000-6148","850009682130","","Each","Nick's Birthdäg Cake Ice Cream, 16 oz. Pint (1-1 Each)","Nick's Birthdäg Cake Ice Cream, 16 oz. Pint (1-1 Each)","1","4.25","4.25","4.25","Nick's Birthdäg Cake Ice Cream, 16 oz. ","Pint (1-1 Each)"
"Frozen","Nick's","Sweetie Pies","ETFZ-1000-6158","850009682062","","Each","Nick's Chokladchip Dough Ice Cream, 16 oz. Pint (1-1 Each)","Nick's Chokladchip Dough Ice Cream, 16 oz. Pint (1-1 Each)","1","4.25","4.25","4.25","Nick's Chokladchip Dough Ice Cream, 16 o","z. Pint (1-1 Each)"
"Frozen","Nick's","Sweetie Pies","ETFZ-1000-6159","850009682147","","Each","Nick's Swedish Lemon Bar Ice Cream, 16 oz. Pint (1-1 Each)","Nick's Swedish Lemon Bar Ice Cream, 16 oz. Pint (1-1 Each)","1","4.25","4.25","4.25","Nick's Swedish Lemon Bar Ice Cream, 16 o","z. Pint (1-1 Each)"
"Frozen","Nick's","Sweetie Pies","ETFZ-1000-6160","850009682093","","Each","Nick's Swedish Pistasch Ice Cream, 16 oz. Pint (1-1 Each)","Nick's Swedish Pistasch Ice Cream, 16 oz. Pint (1-1 Each)","1","4.25","4.25","4.25","Nick's Swedish Pistasch Ice Cream, 16 oz",". Pint (1-1 Each)"
"Frozen","Nick's","Sweetie Pies","ETFZ-1000-6161","850009682000","","Each","Nick's Swedish Vanilj Ice Cream, 16 oz. Pint (1-1 Each)","Nick's Swedish Vanilj Ice Cream, 16 oz. Pint (1-1 Each)","1","4.25","4.25","4.25","Nick's Swedish Vanilj Ice Cream, 16 oz. ","Pint (1-1 Each)"
"Frozen","Nick's","Sweetie Pies","ETFZ-1000-6162","850009682086","","Each","Nick's Triple Choklad Ice Cream, 16 oz. Pint (1-1 Each)","Nick's Triple Choklad Ice Cream, 16 oz. Pint (1-1 Each)","1","4.25","4.25","4.25","Nick's Triple Choklad Ice Cream, 16 oz. ","Pint (1-1 Each)"
"Frozen","Nick's","Sweetie Pies","ETFZ-1000-6157","850009682031","","Each","Nick's Swedish Choklad Ice Cream, 16 oz. Pint (1-1 Each)","Nick's Swedish Choklad Ice Cream, 16 oz. Pint (1-1 Each)","1","4.25","4.25","4.25","Nick's Swedish Choklad Ice Cream, 16 oz."," Pint (1-1 Each)"
"Frozen","Nick's","Sweetie Pies","ETFZ-1000-6156","850009682109","","Each","Nick's Strawbär Swirl Ice Cream, 16 oz. Pint (1-1 Each)","Nick's Strawbär Swirl Ice Cream, 16 oz. Pint (1-1 Each)","1","4.25","4.25","4.25","Nick's Strawbär Swirl Ice Cream, 16 oz."," Pint (1-1 Each)"
"Frozen","Nick's","Sweetie Pies","ETFZ-1000-6155","850009682079","","Each","Nick's Peanöt Butter Karamell Ice Cream, 16 oz. Pint (1-1 Each)","Nick's Peanöt Butter Karamell Ice Cream, 16 oz. Pint (1-1 Each)","1","4.25","4.25","4.25","Nick's Peanöt Butter Karamell Ice Cream",", 16 oz. Pint (1-1 Each)"
"Frozen","Nick's","Sweetie Pies","ETFZ-1000-6154","850009682154","","Each","Nick's Peanöt Choklad Cup Ice Cream, 16 oz. Pint (1-1 Each)","Nick's Peanöt Choklad Cup Ice Cream, 16 oz. Pint (1-1 Each)","1","4.25","4.25","4.25","Nick's Peanöt Choklad Cup Ice Cream, 16"," oz. Pint (1-1 Each)"
"Frozen","Nick's","Sweetie Pies","ETFZ-1000-6153","850009682048","","Each","Nick's Mint Chokladchip Ice Cream, 16 oz. Pint (1-1 Each)","Nick's Mint Chokladchip Ice Cream, 16 oz. Pint (1-1 Each)","1","4.25","4.25","4.25","Nick's Mint Chokladchip Ice Cream, 16 oz",". Pint (1-1 Each)"
"Frozen","Nick's","Sweetie Pies","ETFZ-1000-6152","850009682123","","Each","Nick's Cookies And Kräm Ice Cream, 16 oz. Pint (1-1 Each)","Nick's Cookies And Kräm Ice Cream, 16 oz. Pint (1-1 Each)","1","4.25","4.25","4.25","Nick's Cookies And Kräm Ice Cream, 16 o","z. Pint (1-1 Each)"
"Frozen","Nick's","Sweetie Pies","ETFZ-1000-6151","850009682024","","Each","Nick's Coffee Karamell Ice Cream, 16 oz. Pint (1-1 Each)","Nick's Coffee Karamell Ice Cream, 16 oz. Pint (1-1 Each)","1","4.25","4.25","4.25","Nick's Coffee Karamell Ice Cream, 16 oz."," Pint (1-1 Each)"
"Frozen","Nick's","Sweetie Pies","ETFZ-1000-6149","850009682017","","Each","Nick's Butter Pekan Ice Cream, 16 oz. Pint (1-1 Each)","Nick's Butter Pekan Ice Cream, 16 oz. Pint (1-1 Each)","1","4.25","4.25","4.25","Nick's Butter Pekan Ice Cream, 16 oz. Pi","nt (1-1 Each)"
"Frozen","Nick's","Sweetie Pies","ETFZ-1000-6150","850009682116","","Each","Nick's Cherry Choka-fläka Ice Cream, 16 oz. Pint (1-1 Each)","Nick's Cherry Choka-fläka Ice Cream, 16 oz. Pint (1-1 Each)","1","4.25","4.25","4.25","Nick's Cherry Choka-fläka Ice Cream, 16"," oz. Pint (1-1 Each)"
"Frozen","Nick's","","ETFZ-1000-6165","","","Each","Nick's Birthdäg Cake Variety Pack (6 Kit)","Nick's Birthdäg Cake Variety Pack (6 Kit)","6","12.5","9.75","4.25","Nick's Birthdäg Cake Variety Pack (6 Ki","t)"
"Frozen","Nick's","","ETFZ-1000-6167","","","Each","Nick's Butter Pekan Variety Pack (6 Kit)","Nick's Butter Pekan Variety Pack (6 Kit)","6","12.5","9.75","4.25","Nick's Butter Pekan Variety Pack (6 Kit)",""
"Frozen","Nick's","","ETFZ-1000-6168","","","Each","Nick's Cherry Choka-Fläka Variety Pack (6 Kit)","Nick's Cherry Choka-Fläka Variety Pack (6 Kit)","6","12.5","9.75","4.25","Nick's Cherry Choka-Fläka Variety Pack ","(6 Kit)"
"Frozen","Nick's","","ETFZ-1000-6169","","","Each","Nick's Coffee Karamell Variety Pack (6 Kit)","Nick's Coffee Karamell Variety Pack (6 Kit)","6","12.5","9.75","4.25","Nick's Coffee Karamell Variety Pack (6 K","it)"
"Frozen","Nick's","","ETFZ-1000-6170","","","Each","Nick's Cookies and Kräm Variety Pack (6 Kit)","Nick's Cookies and Kräm Variety Pack (6 Kit)","5","12.5","9.75","4.25","Nick's Cookies and Kräm Variety Pack (6"," Kit)"
"Frozen","Nick's","","ETFZ-1000-6171","","","Each","Nick's Mint Chokladchip Variety Pack (6 Kit)","Nick's Mint Chokladchip Variety Pack (6 Kit)","6","12.5","9.75","4.25","Nick's Mint Chokladchip Variety Pack (6 ","Kit)"
"Frozen","Nick's","","ETFZ-1000-6173","","","Each","Nick's Peanöt Choklad Cup Variety Pack (6 Kit)","Nick's Peanöt Choklad Cup Variety Pack (6 Kit)","6","12.5","9.75","4.25","Nick's Peanöt Choklad Cup Variety Pack ","(6 Kit)"
"Frozen","Nick's","","ETFZ-1000-6174","","","Each","Nick's Peanöt Butter Karamell Variety Pack (6 Kit)","Nick's Peanöt Butter Karamell Variety Pack (6 Kit)","6","12.5","9.75","4.25","Nick's Peanöt Butter Karamell Variety P","ack (6 Kit)"
"Frozen","Nick's","","ETFZ-1000-6175","","","Each","Nick's Strawbär Swirl Variety Pack (6 Kit)","Nick's Strawbär Swirl Variety Pack (6 Kit)","6","12.5","9.75","4.25","Nick's Strawbär Swirl Variety Pack (6 K","it)"
"Frozen","Nick's","","ETFZ-1000-6176","","","Each","Nick's Swedish Choklad Variety Pack (6 Kit)","Nick's Swedish Choklad Variety Pack (6 Kit)","6","12.5","9.75","4.25","Nick's Swedish Choklad Variety Pack (6 K","it)"
"Frozen","Nick's","","ETFZ-1000-6177","","","Each","Nick's Chokladchip Dough Variety Pack (6 Kit)","Nick's Chokladchip Dough Variety Pack (6 Kit)","6","12.5","9.75","4.25","Nick's Chokladchip Dough Variety Pack (6"," Kit)"
"Frozen","Nick's","","ETFZ-1000-6178","","","Each","Nick's Swedish Lemon Bar Variety Pack (6 Kit)","Nick's Swedish Lemon Bar Variety Pack (6 Kit)","6","12.5","9.75","4.25","Nick's Swedish Lemon Bar Variety Pack (6"," Kit)"
"Frozen","Nick's","","ETFZ-1000-6179","","","Each","Nick's Swedish Pistasch Variety Pack (6 Kit)","Nick's Swedish Pistasch Variety Pack (6 Kit)","6","12.5","9.75","4.25","Nick's Swedish Pistasch Variety Pack (6 ","Kit)"
"Frozen","Nick's","","ETFZ-1000-6180","","","Each","Nick's Swedish Vanilj Variety Pack (6 Kit)","Nick's Swedish Vanilj Variety Pack (6 Kit)","6","12.5","9.75","4.25","Nick's Swedish Vanilj Variety Pack (6 Ki","t)"
"Frozen","Nick's","","ETFZ-1000-6182","","","Each","Nick's Triple Choklad Variety Pack (6 Kit)","Nick's Triple Choklad Variety Pack (6 Kit)","6","12.5","9.75","4.25","Nick's Triple Choklad Variety Pack (6 Ki","t)"
"Frozen","Nick's","Sweetie Pies","ETFZ-1000-6183","850009682052","","Each","Nick's Sälta Karamell Ice Cream, 16 oz. Pint (1-8 Case)","Nick's Sälta Karamell Ice Cream, 16 oz. Pint (1-8 Case)","5.25","12.5","9.75","4.25","Nick's Sälta Karamell Ice Cream, 16 oz."," Pint (1-8 Case)"
"Frozen","Nick's","Sweetie Pies","ETFZ-1000-6184","850009682055","","Each","Nick's Sälta Karamell Ice Cream, 16 oz. Pint (1-1 Each)","Nick's Sälta Karamell Ice Cream, 16 oz. Pint (1-1 Each)","1","4.25","4.25","4.25","Nick's Sälta Karamell Ice Cream, 16 oz."," Pint (1-1 Each)"
"Frozen","Nick's","","ETFZ-1000-6187","","","Each","Nick's Sälta Karamell Variety Pack (6 Kit)","Nick's Sälta Karamell Variety Pack (6 Kit)","6","12.5","9.75","4.25","Nick's Sälta Karamell Variety Pack (6 K","it)"
